일자,휴일구분,전체건수,성인건수,청소년건수,어린이건수,경로건수,유공자건수,장애인건수,3세미만건수,연간회원건수,평균기온,일강수량,평균상대습도,평균현지기압,미세먼지_PM10,미세먼지_PM25
2023-01-01,일요일,1875,904,57,381,27,2,24,94,386,-0.8,0,54.1,1022.6,37,25
2023-01-02,평일,422,197,12,124,5,6,1,15,62,-3,0,40.6,1023.9,18,9
2023-01-03,평일,379,177,37,85,14,2,4,8,52,-3.5,0,55,1022.4,23,11
2023-01-04,평일,498,210,25,111,9,4,10,49,80,-1.5,0,53.3,1022.3,25,14
2023-01-05,평일,426,194,42,113,10,2,4,13,48,-1.1,0,66.1,1022.5,54,43
2023-01-06,평일,533,235,20,200,2,1,2,16,57,1.1,2.1,72.4,1014.3,95,87
2023-01-07,토요일,1705,873,73,437,9,3,29,110,171,2.6,0.7,62.1,1011.8,118,80
2023-01-08,일요일,1917,892,67,398,35,4,19,111,391,1.2,0,62.4,1016.7,77,26
2023-01-09,평일,345,172,24,84,10,1,1,16,37,1.9,0,62.5,1016.2,69,30
2023-01-10,평일,488,224,16,145,12,1,3,20,67,1.2,0,55.8,1020.3,48,26
2023-01-11,평일,616,273,47,156,7,2,18,53,60,2.2,0,55,1018,50,33
2023-01-12,평일,870,411,66,206,12,3,12,37,123,5.1,0,52.6,1014,45,27
2023-01-13,평일,126,78,2,38,2,0,0,3,3,9,21.6,94.4,1003.3,27,16
2023-01-14,토요일,443,217,29,110,3,0,8,11,65,7.3,2.6,93,1005.3,9,5
2023-01-15,일요일,393,177,30,89,8,0,5,6,78,0.4,0.5,81,1010.3,12,6
2023-01-16,평일,332,140,35,109,7,1,1,9,30,-3.1,0,58.5,1016.8,21,10
2023-01-17,평일,273,133,27,82,8,1,4,7,11,-2.4,0,55.1,1018.6,28,16
2023-01-18,평일,300,156,49,62,5,2,6,4,16,-0.8,0,61.6,1017.9,47,21
2023-01-19,평일,387,217,30,91,2,0,2,20,25,0.6,0,56.3,1015.8,57,25
2023-01-20,평일,290,91,23,121,4,0,3,7,41,-1,0.2,43.1,1019.3,72,16
2023-01-21,토요일,910,451,50,172,19,9,10,29,170,-3.3,0,51,1022.2,25,9
2023-01-22,일요일,1274,721,50,271,49,4,9,22,148,-0.5,0,58.1,1017.8,28,12
2023-01-23,휴일,3810,1833,152,787,102,32,100,307,497,0.6,0,61.5,1014.7,50,27
2023-01-24,휴일,200,110,13,37,4,0,4,3,29,-10.9,0,50.8,1020.4,28,9
2023-01-25,평일,32,18,5,6,0,1,1,0,1,-11.4,0,42.9,1022.4,23,6
2023-01-26,평일,96,55,6,19,1,0,1,7,7,-5.8,0.7,70.1,1015.7,23,15
2023-01-27,평일,122,78,12,19,1,0,4,1,7,-6,0,55.1,1014.6,23,11
2023-01-28,토요일,893,366,125,269,10,1,10,8,104,-5.8,0,60.4,1014.5,25,10
2023-01-29,일요일,1372,630,73,291,13,0,14,38,313,-1.1,0,63.4,1011.8,40,14
2023-01-30,평일,497,194,76,156,2,3,5,8,53,-0.4,0,42.8,1015.3,38,10
2023-01-31,평일,419,210,36,98,6,7,4,7,51,2.3,0,54.8,1010.6,27,13
2023-02-01,평일,474,224,58,98,9,1,7,39,38,3.1,0,53.9,1011.2,43,18
2023-02-02,평일,348,177,41,79,3,0,7,16,25,-1.5,0,42.8,1018.4,41,14
2023-02-03,평일,540,242,69,125,6,3,39,14,42,-0.8,0,41.4,1015.3,35,12
2023-02-04,토요일,3244,1587,163,791,24,6,21,156,496,-0.6,0,53.8,1017,38,28
2023-02-05,일요일,3716,1742,152,900,36,13,41,174,658,0.7,0,57.6,1017,55,42
2023-02-06,평일,646,326,39,173,6,3,11,32,56,2.1,0,52.8,1014,67,50
2023-02-07,평일,505,249,74,115,8,1,8,15,35,2.9,0,52.5,1012.9,82,63
2023-02-08,평일,610,309,69,125,10,1,10,46,40,1.8,0,53.4,1018.4,80,65
2023-02-09,평일,733,317,56,276,10,0,4,29,41,3.5,1.1,54.4,1018.3,46,34
2023-02-10,평일,542,202,41,185,15,4,10,43,42,2.9,3,83.1,1012.4,22,16
2023-02-11,토요일,4168,2020,279,1226,27,10,42,160,404,0.9,0,83.6,1015.5,46,40
2023-02-12,일요일,3595,1668,205,898,37,9,43,195,540,1.9,0,79.3,1013.3,60,54
2023-02-13,평일,703,358,46,195,11,2,12,23,56,6.3,0,62.3,1009.6,39,26
2023-02-14,평일,833,368,71,311,1,4,6,21,51,2.4,0,53,1014.2,46,31
2023-02-15,평일,778,331,50,264,9,3,17,76,28,3.4,0,55.6,1020.2,22,12
2023-02-16,평일,811,270,60,391,12,1,3,10,64,2.7,0,63.6,1022.3,26,21
2023-02-17,평일,1370,578,166,486,11,2,9,39,79,4.2,0,51,1019.1,40,28
2023-02-18,토요일,2946,1342,147,983,30,8,14,99,323,6.4,0.8,55.6,1011.7,48,37
2023-02-19,일요일,2828,1365,190,660,23,8,28,141,413,3.6,0.5,59.6,1011.7,38,31
2023-02-20,평일,897,450,97,250,8,1,17,8,66,-0.1,0,43.4,1018.4,29,5
2023-02-21,평일,595,264,68,198,4,2,10,6,43,-1.1,0,35.6,1025.9,28,13
2023-02-22,평일,1089,444,108,381,9,1,7,12,127,2.1,0,48.9,1021.8,28,17
2023-02-23,평일,1913,778,104,753,22,2,18,59,177,3.4,0,48.4,1016.1,37,22
2023-02-24,평일,2736,1111,122,1176,34,7,43,64,179,2.9,0,49.3,1016.6,54,38
2023-02-25,토요일,5844,2906,314,1870,63,6,40,145,500,0.7,0,41.5,1023.7,30,12
2023-02-26,일요일,6554,3241,319,1962,76,14,45,204,693,1.9,0,37,1028.3,28,15
2023-02-27,평일,4312,2053,152,1555,57,13,19,137,326,4.4,0,38.5,1025.7,34,20
2023-02-28,평일,4655,2014,166,1743,43,9,34,231,415,5.8,0,54.3,1019.1,31,21
2023-03-01,휴일,4924,2326,117,1226,49,17,41,299,849,6.6,0,52.5,1013.9,33,18
2023-03-02,평일,332,178,2,36,7,1,19,22,67,2.3,0,25.9,1019.6,41,6
2023-03-03,평일,447,241,3,62,28,8,8,20,77,4.2,0,45.9,1020,34,10
2023-03-04,토요일,5028,2440,109,1170,44,12,80,373,800,6.4,0,53.3,1020.5,57,32
2023-03-05,일요일,5316,2489,93,1129,53,7,65,369,1111,7.9,0,41,1019,77,53
2023-03-06,평일,433,239,0,53,11,7,12,56,55,8.3,0,38.6,1015.5,62,41
2023-03-07,평일,391,255,6,42,10,3,9,21,45,11.9,0,41.6,1012.5,56,29
2023-03-08,평일,467,269,3,59,3,1,12,40,80,14.5,0,34.9,1011,54,24
2023-03-09,평일,337,163,2,32,6,20,9,38,67,13.9,0,57.3,1007.4,55,33
2023-03-10,평일,729,404,9,101,10,1,27,62,115,14.3,0,48.4,1011.1,72,43
2023-03-11,토요일,8168,4010,166,2033,68,17,81,463,1330,16.4,0,33,1013.7,80,36
2023-03-12,일요일,174,62,8,25,2,0,1,13,63,6.8,12.4,62.1,1012.5,56,21
2023-03-13,평일,231,134,1,40,7,1,8,17,23,3.5,0,31.6,1014.8,30,6
2023-03-14,평일,403,227,1,61,3,5,9,26,71,9.4,0,38.4,1010.5,36,10
2023-03-15,평일,472,266,5,75,9,1,12,47,57,11.5,0,56.4,1012.4,28,9
2023-03-16,평일,337,186,8,54,5,2,8,28,46,6.1,0,24.4,1020.2,62,11
2023-03-17,평일,664,357,1,90,29,9,47,56,75,7.3,0,35.4,1015.1,50,14
2023-03-18,토요일,6472,3165,198,1776,85,23,76,239,910,9.3,0,32,1011.1,49,22
2023-03-19,일요일,6538,3120,147,1521,74,16,93,419,1148,8.7,0,41.4,1012,64,37
2023-03-20,평일,522,322,7,84,10,4,5,26,64,10.6,0,37.8,1007.8,62,38
2023-03-21,평일,586,313,3,85,7,4,52,34,88,14,0,32.5,1003.6,53,19
2023-03-22,평일,772,343,3,101,16,12,44,128,125,17,0,44.9,1001.4,44,20
2023-03-23,평일,125,69,2,19,3,1,8,6,17,15,11.4,77,998.8,62,24
2023-03-24,평일,845,483,6,189,13,4,19,45,86,12.4,0,55,1007.2,166,30
2023-03-25,토요일,5718,2709,142,1677,71,24,60,358,677,10.8,0,65.5,1010.4,69,13
2023-03-26,일요일,6562,3211,165,1458,79,29,92,409,1119,9.7,0,36,1009.6,56,14
2023-03-27,평일,688,358,9,110,23,11,27,56,94,7.4,0,35.5,1014,34,12
2023-03-28,평일,544,303,13,102,13,9,18,32,54,8.7,0,47.1,1016,83,31
2023-03-29,평일,701,381,6,100,24,4,24,57,105,11.8,0,43.5,1014.4,73,26
2023-03-30,평일,1011,472,33,151,53,13,89,85,115,14.2,0,30.3,1011.4,61,22
2023-03-31,평일,1693,833,13,453,38,18,41,84,213,14.7,0,31,1010.2,72,28
2023-04-01,토요일,8698,4383,223,2290,128,43,105,423,1103,16.8,0,30.9,1008.1,61,30
2023-04-02,일요일,7663,3880,193,1689,93,13,56,402,1337,16.9,0,26.8,1011.3,42,22
2023-04-03,평일,1495,740,208,244,53,13,29,89,119,16.8,0,25.8,1014.2,46,25
2023-04-04,평일,751,320,160,120,29,3,25,28,66,15.2,7.6,50.9,1010.9,24,8
2023-04-05,평일,248,212,1,31,0,1,1,0,2,12.1,18.5,91,1001.8,26,11
2023-04-06,평일,362,89,106,112,23,7,6,2,17,8.7,4.2,88.5,1003.7,58,73
2023-04-07,평일,1086,479,172,193,29,7,61,66,79,9,0.3,60,1007.1,68,53
2023-04-08,토요일,6751,3270,192,1857,113,36,116,394,773,8.6,0,44.4,1011.9,42,6
2023-04-09,일요일,7109,3469,140,1527,142,21,121,409,1280,10.1,0,47,1011.7,62,11
2023-04-10,평일,1234,675,13,388,23,7,27,26,75,12.6,0,45.1,1007.7,40,9
2023-04-11,평일,1219,87,163,723,11,5,194,4,32,14.7,0,65.5,1003.9,40,11
2023-04-12,평일,932,331,196,213,78,2,43,14,55,10.9,0,30.1,1010.1,209,19
2023-04-13,평일,1484,407,111,788,32,7,25,41,73,13.5,0,28.8,1009.4,166,20
2023-04-14,평일,2418,700,346,1002,45,15,116,69,125,15.1,0,35.8,1005.1,62,10
2023-04-15,토요일,2592,1047,70,641,63,20,69,68,614,12.5,13.2,74.5,997.2,49,15
2023-04-16,일요일,5282,2622,85,1320,81,18,79,254,823,10.9,0,64.5,998.1,102,26
2023-04-17,평일,2563,639,46,1572,44,13,87,46,116,13.6,0,51.3,1007.1,82,20
2023-04-18,평일,701,51,18,595,7,3,3,1,23,13.8,1.3,78.3,1003.3,53,17
2023-04-19,평일,3368,692,499,1845,84,15,26,89,118,20.2,0,65,1001.6,37,13
2023-04-20,평일,4016,593,89,3034,58,5,97,44,96,19.9,0,69.5,1001.9,47,13
2023-04-21,평일,5205,1033,131,3691,52,12,59,84,143,17.5,0,61,1003.8,86,16
2023-04-22,토요일,8324,3495,160,3002,113,109,205,465,775,16.2,0,30.4,1011.3,218,25
2023-04-23,일요일,5342,2801,87,1213,107,45,124,241,724,15.9,0,36.4,1014.7,135,19
2023-04-24,평일,2269,585,19,1368,43,40,93,44,77,15,0,41.9,1014.8,42,15
2023-04-25,평일,1367,80,2,1208,7,0,53,3,14,9.3,1.8,74.6,1008,23,10
2023-04-26,평일,3412,644,8,2562,23,10,26,60,79,9.5,0,66.8,1006.6,27,11
2023-04-27,평일,6257,822,519,4473,93,18,102,125,105,12.7,0,51.5,1012.1,26,11
2023-04-28,평일,5822,1102,1126,3283,49,8,64,52,138,16.2,0,53.6,1008.3,31,13
2023-04-29,토요일,1231,631,43,344,31,5,9,21,147,14,7.6,81,1000,30,11
2023-04-30,일요일,11765,6341,279,3077,191,58,178,704,937,13.5,0,57.4,1003.4,41,11
2023-05-01,휴일,11328,4755,715,4149,148,37,94,461,969,14.7,0,49.6,1009.5,49,19
2023-05-02,평일,2313,570,182,1343,39,4,26,50,99,17,0,42.1,1014.3,29,12
2023-05-03,평일,2954,754,720,1094,106,8,59,76,137,19.1,0,46.4,1012.9,33,13
2023-05-04,평일,7327,776,4878,1324,38,9,50,106,146,20.1,1.8,63,1005.6,26,12
2023-05-05,휴일,697,346,19,157,20,4,39,18,94,19,83.3,92.6,995.1,12,3
2023-05-06,토요일,766,408,24,217,16,1,7,25,68,15.1,38.6,89.3,997.1,7,3
2023-05-07,일요일,2698,1316,101,638,58,7,57,187,334,12,0.2,66.5,1004.1,30,18
2023-05-08,평일,1664,612,217,442,214,7,36,55,81,13.7,0,59.3,1008.7,35,18
2023-05-09,평일,2175,749,258,873,36,8,57,102,92,16.5,0,54.8,1008.9,42,22
2023-05-10,평일,3337,453,1738,872,17,18,30,81,128,17.3,0,51.9,1008.9,44,26
2023-05-11,평일,2231,525,621,885,44,7,28,58,63,18.9,0,45,1010.1,38,21
2023-05-12,평일,5363,804,2022,2046,25,11,182,102,171,18.5,0,46.4,1009,33,19
2023-05-13,토요일,9643,4437,408,2614,137,52,153,548,1294,18.2,0,54.3,1004.9,32,18
2023-05-14,일요일,6823,3201,257,1469,84,33,132,484,1163,17.8,0,51.3,1001.6,24,11
2023-05-15,평일,1385,549,153,401,26,8,50,103,95,20.5,0,50.9,1000.8,33,18
2023-05-16,평일,1611,480,20,790,86,18,87,58,72,23.5,0,41.9,1003.4,45,21
2023-05-17,평일,2084,518,569,761,11,1,73,53,98,23.6,0,44.8,1005.4,37,16
2023-05-18,평일,1810,251,642,779,15,6,58,28,31,19.2,0,68,1003,27,16
2023-05-19,평일,3749,1082,1179,1129,27,11,49,115,157,20.8,0,61.9,1001.3,15,6
2023-05-20,토요일,8572,3976,261,2330,106,26,89,456,1328,20.6,0,66.6,1003.1,23,10
2023-05-21,일요일,5741,2730,196,1339,94,17,123,361,881,18.3,0,69.1,1002.1,37,10
2023-05-22,평일,785,397,15,197,49,6,31,51,39,17.5,5.7,67.8,1000.8,121,28
2023-05-23,평일,1398,477,147,542,18,5,74,31,104,18.5,0,62.5,1002.8,54,16
2023-05-24,평일,1082,375,13,361,53,15,112,68,85,19.9,0,54.8,1006.8,44,19
2023-05-25,평일,1796,449,37,949,18,0,187,58,98,21.3,0,45,1008.4,36,14
2023-05-26,평일,2939,738,1032,849,18,16,35,90,161,21.8,0,52.9,1010.3,29,11
2023-05-27,토요일,8312,4213,245,2333,116,46,113,395,851,20.8,0.6,79,1009.4,37,15
2023-05-28,일요일,852,455,34,212,18,6,12,23,92,20.2,34.7,91.8,1005,13,5
2023-05-29,평일,1005,441,17,142,25,5,13,63,299,20.4,28,89.3,1002.5,9,2
2023-05-30,평일,786,333,75,166,32,5,20,81,74,21.6,0,73,1002.4,14,5
2023-05-31,평일,1102,414,6,293,42,7,163,74,103,22.3,0,53.6,1002.8,21,7
2023-06-01,평일,1476,380,586,283,73,12,7,72,63,22.4,0,63.9,998.3,31,13
2023-06-02,평일,1604,481,653,209,26,5,21,80,129,21.9,0,67.8,995,33,15
2023-06-03,토요일,8655,4221,216,2252,106,28,80,619,1133,21.9,0,51.6,1001,29,14
2023-06-04,일요일,8697,4326,239,2278,118,20,110,649,957,22.6,0,50.1,1003.3,27,13
2023-06-05,평일,6034,2853,229,2188,67,35,78,305,279,21.5,0,59.3,1003.8,25,15
2023-06-06,휴일,7563,3665,167,1883,80,19,75,658,1016,21.4,0,62.1,999.8,21,10
2023-06-07,평일,728,279,87,185,16,2,9,61,89,21.7,0,68,1001.2,30,18
2023-06-08,평일,781,292,119,209,5,0,44,52,60,22.3,0.3,69.6,996.8,25,11
2023-06-09,평일,1049,352,180,295,9,3,25,64,121,23.2,0.3,56.8,996.3,29,13
2023-06-10,토요일,3946,1760,68,1017,29,11,48,246,767,23.3,1.3,63.1,997.2,26,14
2023-06-11,일요일,3240,1555,67,685,58,13,35,195,632,23.5,0,67.5,997.4,22,12
2023-06-12,평일,641,242,5,266,15,7,12,44,50,23.3,0,65,997.7,26,13
2023-06-13,평일,752,328,25,252,12,5,17,31,82,22.8,0,64,996.7,28,14
2023-06-14,평일,820,191,5,479,1,1,36,31,76,22.6,0,60.8,998.1,22,11
2023-06-15,평일,948,283,8,491,14,2,33,43,74,22.3,0,63.9,1001,28,15
2023-06-16,평일,1243,523,12,524,9,4,9,57,105,24.4,0,57.3,1005.4,32,18
2023-06-17,토요일,5801,2721,116,1478,47,133,79,366,861,25,0,54.3,1005,35,21
2023-06-18,일요일,2842,1444,57,697,49,11,24,171,389,26.1,0,50.4,999.7,32,19
2023-06-19,평일,333,189,7,75,8,2,4,31,17,27,0,51.6,998.7,40,23
2023-06-20,평일,556,235,73,118,23,2,10,41,54,23.7,2.9,61,996.7,23,10
2023-06-21,평일,153,82,4,25,3,0,2,10,27,21.3,1.6,87.1,993.6,21,9
2023-06-22,평일,476,228,2,82,26,1,17,45,75,22.9,0,69.3,996.6,22,11
2023-06-23,평일,752,414,6,166,11,3,14,50,88,25.7,0,61.3,1001.5,25,13
2023-06-24,토요일,5164,2534,97,1270,47,16,99,294,807,27.1,0,59.9,1005.8,28,16
2023-06-25,일요일,2484,1167,53,507,59,14,49,205,430,26.7,0,58,1004,25,16
2023-06-26,평일,37,17,1,13,0,2,0,1,3,23.8,54.5,89.8,999.5,13,4
2023-06-27,평일,339,183,0,41,31,3,8,27,46,26.1,25.3,70.8,1001.3,22,10
2023-06-28,평일,304,157,8,47,3,0,7,32,50,24.1,5.7,78.8,1000.6,22,6
2023-06-29,평일,47,23,1,16,1,2,2,0,2,24.6,50.8,88.1,994.3,32,12
2023-06-30,평일,141,80,1,25,1,2,0,8,24,24.2,4.8,90.5,993.1,14,5
2023-07-01,토요일,3265,1496,94,784,29,11,32,220,599,27.3,0,75.6,998.1,22,10
2023-07-02,일요일,1910,832,84,375,16,7,26,153,417,27.5,0,73.5,1000.7,32,20
2023-07-03,평일,221,117,8,31,3,3,24,8,27,28.4,0,71,997.8,35,18
2023-07-04,평일,22,9,1,5,0,2,2,0,3,24.7,80.2,87.3,993.1,18,9
2023-07-05,평일,270,138,6,33,9,2,4,21,57,24.3,27.7,77.8,989.2,20,10
2023-07-06,평일,496,180,131,80,8,0,19,26,52,26.4,0,59.8,995,40,12
2023-07-07,평일,132,67,8,25,3,3,1,7,18,21.6,68.7,87.6,995.1,24,10
2023-07-08,토요일,2625,1265,70,469,27,8,33,220,533,23.9,2.6,85.6,995.1,17,5
2023-07-09,일요일,1412,647,34,229,16,9,16,116,345,26.4,0.1,81.6,995.3,27,14
2023-07-10,평일,206,106,9,49,3,2,10,7,20,26.5,36.2,74.8,996.8,16,12
2023-07-11,평일,57,28,0,13,0,1,1,3,11,23.6,39.6,89,998.4,21,5
2023-07-12,평일,166,76,6,18,1,1,5,20,39,26.7,7.8,81.4,997.9,24,10
2023-07-13,평일,30,20,1,2,0,0,2,1,4,25.2,9.5,90,996.9,27,8
2023-07-14,평일,4,2,0,0,0,0,0,0,2,24.2,221.8,94.5,992.1,10,4
2023-07-15,토요일,42,19,0,5,6,2,3,1,6,23.2,105.6,93,994.4,13,4
2023-07-16,일요일,417,124,4,42,6,2,13,35,191,24.3,1.5,88.5,1000.3,20,5
2023-07-17,평일,164,88,15,33,1,2,2,6,17,25.4,30.9,87,1004.3,11,3
2023-07-18,평일,15,10,1,4,0,0,0,0,0,23,73,94.4,1003,10,2
2023-07-19,평일,282,137,18,51,3,1,6,23,43,26,0,78,999.9,22,9
2023-07-20,평일,676,489,64,64,6,2,3,14,34,26.8,0,75.8,1001.6,44,25
2023-07-21,평일,319,128,44,90,5,0,6,8,38,27.6,0,75,1004.2,39,24
2023-07-22,토요일,1630,588,117,298,13,4,15,105,490,25.3,1,78.4,1004.7,23,9
2023-07-23,일요일,345,115,8,34,4,2,6,25,151,24.8,20.2,89.4,1001.1,15,4
2023-07-24,평일,520,217,11,113,11,5,9,26,128,26.1,5.1,82.3,1001.6,14,3
2023-07-25,평일,427,166,13,90,9,3,8,37,101,25.1,9.1,88,1005.7,17,5
2023-07-26,평일,808,335,72,208,7,0,1,41,144,25.9,3.7,83.8,1007.4,13,4
2023-07-27,평일,1029,446,34,288,18,0,26,50,167,27.5,0.3,76.8,1006.9,21,8
2023-07-28,평일,1113,444,60,395,10,3,8,46,147,28.4,0.1,76.1,1006.5,22,13
2023-07-29,토요일,3454,1600,106,705,36,10,36,198,763,29.5,0,70.3,1006.6,40,21
2023-07-30,일요일,1727,780,89,397,23,2,33,60,343,27.4,31.6,80.3,1005.6,36,16
2023-07-31,평일,1640,712,89,498,20,9,31,94,187,27.8,0,77.4,1005,28,12
2023-08-01,평일,1349,667,71,411,11,1,11,42,135,29.5,0,70.4,1002.7,-,-
2023-08-02,평일,1228,576,92,335,16,6,19,60,124,29.1,0,72.6,1000.3,52,24
2023-08-03,평일,1061,518,43,262,8,4,29,68,129,29.2,0,67.5,998.6,35,11
2023-08-04,평일,1091,533,48,327,2,3,11,51,116,29.6,0,70.3,996.8,31,12
2023-08-05,토요일,3074,1363,141,628,30,19,55,171,667,30,0,67.1,993.2,33,17
2023-08-06,일요일,1420,567,102,249,8,5,22,103,364,29.5,6.3,71.4,990.5,25,11
2023-08-07,평일,376,170,26,106,2,1,3,15,53,29.7,0,70.4,991.6,18,5
2023-08-08,평일,381,174,49,91,0,4,13,16,34,30.1,0,66.6,994.3,12,5
2023-08-09,평일,1583,218,1069,221,3,1,15,11,45,26.4,45.4,79.5,995.2,13,4
2023-08-10,평일,1,0,0,1,0,0,0,0,0,21.3,143.3,93.8,987.7,4,2
2023-08-11,평일,811,405,44,248,11,4,13,34,52,25.3,8,80.4,993.2,25,9
2023-08-12,토요일,4604,2022,157,1045,28,20,61,434,837,24.2,3.7,83.6,996.7,28,11
2023-08-13,일요일,4005,1977,126,896,28,12,46,311,609,26.8,0,78.9,997.1,37,16
2023-08-14,평일,1478,715,67,458,11,3,16,68,140,28.1,0,74,998,40,20
2023-08-15,휴일,2829,1311,99,643,25,6,40,189,516,28.1,0,73.1,996.9,43,16
2023-08-16,평일,672,355,25,211,12,0,3,20,46,27.7,0,72,996.4,42,17
2023-08-17,평일,648,339,16,211,5,4,5,12,56,26.1,1.5,80.5,997.4,29,12
2023-08-18,평일,754,355,23,247,8,2,12,39,68,28.3,0.2,72.9,999.2,19,10
2023-08-19,토요일,3691,1747,81,880,25,19,50,274,615,28.2,0,72.4,1002.1,15,10
2023-08-20,일요일,2187,976,72,466,15,9,14,153,482,28.1,0,71.1,1003.5,37,14
2023-08-21,평일,484,216,7,185,0,2,15,10,49,29.2,0,69.6,1000.3,17,11
2023-08-22,평일,472,191,3,155,1,2,64,19,37,27.6,1.5,73.3,997.2,20,11
2023-08-23,평일,166,87,2,28,2,0,9,10,28,26.7,22.8,83,997.4,17,4
2023-08-24,평일,154,75,0,30,0,2,8,8,31,25.5,44.3,89.1,998.3,11,4
2023-08-25,평일,848,404,9,243,5,5,13,53,116,26.2,0,70.3,1000.6,23,9
2023-08-26,토요일,6063,2520,97,1332,38,53,89,629,1305,25,0,74.8,1002,35,16
2023-08-27,일요일,3988,1820,65,827,27,4,51,337,857,26.2,0,71.8,1000.7,35,18
2023-08-28,평일,378,199,9,62,5,2,6,41,54,26.1,0,73.5,999.1,18,8
2023-08-29,평일,92,49,6,18,0,3,5,2,9,24.8,5.5,86.3,998.5,18,5
2023-08-30,평일,34,21,3,3,0,0,3,4,0,21.1,44.4,93.9,1002,14,5
2023-08-31,평일,584,327,10,83,6,6,6,68,78,22.5,0,81.3,1003.2,21,9
2023-09-01,평일,1392,622,14,482,10,3,86,72,103,23.1,0,72.8,1004.4,31,15
2023-09-02,토요일,8479,4266,184,2032,65,28,62,716,1126,24.6,0,70.8,1004.1,29,14
2023-09-03,일요일,4024,1861,70,803,33,17,40,408,792,27,0,74.5,1004.4,19,4
2023-09-04,평일,924,413,25,320,7,9,20,56,74,27.4,0,75.3,1004.2,15,6
2023-09-05,평일,749,370,114,118,19,7,12,56,53,26.9,0,66.8,1003.9,29,9
2023-09-06,평일,494,278,5,106,11,2,13,30,49,26,0,67.6,1004.2,21,8
2023-09-07,평일,836,354,10,316,1,3,13,43,96,25,0,60,1006.8,19,7
2023-09-08,평일,1660,566,627,259,9,5,8,70,116,23.3,0,61.3,1005.6,19,6
2023-09-09,토요일,9667,4929,212,2483,71,17,87,716,1152,24.1,0,67.6,1003.5,27,11
2023-09-10,일요일,5892,2872,124,1348,39,28,65,599,817,24.9,0,68.6,1002.6,30,14
2023-09-11,평일,541,259,6,134,5,2,56,34,45,25.2,0,68.8,1002,37,18
2023-09-12,평일,662,329,13,161,19,3,5,58,74,24.5,0,71.4,1003.2,30,15
2023-09-13,평일,192,73,2,75,8,0,8,4,22,21,27.5,91.8,1003.9,24,11
2023-09-14,평일,1879,294,253,1213,9,2,24,41,43,22.1,5.9,87.1,1004.9,13,5
2023-09-15,평일,477,140,81,184,7,12,16,19,18,21.9,15.1,93.5,1005.8,11,4
2023-09-16,토요일,884,395,32,206,4,4,19,68,156,22.5,58.9,93.8,1004.3,14,4
2023-09-17,일요일,3668,1681,34,632,34,24,51,406,806,24.4,0,83.4,1002.9,14,4
2023-09-18,평일,730,349,46,202,8,1,27,49,48,24.5,2.2,79.6,1005,17,4
2023-09-19,평일,1091,379,7,560,4,0,17,50,74,23.6,0,78.8,1006.7,31,13
2023-09-20,평일,317,31,82,173,0,3,11,5,12,20.9,152.7,93.1,1001.4,32,16
2023-09-21,평일,1009,258,4,653,11,0,4,19,60,18.4,3,89.3,1003.2,12,4
2023-09-22,평일,2302,685,80,1190,21,3,28,101,194,18.6,0,79.8,1008.4,18,8
2023-09-23,토요일,9723,4712,182,2475,44,35,140,1000,1135,19.5,0,72.9,1011.9,19,9
2023-09-24,일요일,6996,3436,90,1529,37,30,67,681,1126,21.1,0,58.4,1011.8,11,3
2023-09-25,평일,1089,350,155,431,10,5,18,52,68,21.4,4,74,1008.4,17,4
2023-09-26,평일,260,76,8,123,0,1,32,5,15,20.4,35.2,94,1005.1,12,4
2023-09-27,평일,478,262,25,106,9,0,5,35,36,21.5,1.4,89,1004,12,4
2023-09-28,평일,5877,3065,127,1321,161,52,83,569,499,22.2,0,74.5,1006.5,38,17
2023-09-29,평일,8644,4520,253,1873,332,60,176,972,458,20.2,0,74.3,1006.6,48,26
2023-09-30,토요일,12866,6706,385,3032,350,147,347,1109,790,18.6,4.3,77.3,1004.4,22,10
2023-10-01,일요일,14691,7792,396,3763,322,62,220,1229,907,17.8,0,60.9,1007,21,7
2023-10-02,휴일,17317,8095,461,4229,224,73,365,2839,1031,16.7,0,65.5,1010.6,17,7
2023-10-03,휴일,6763,3362,192,1534,75,56,124,721,699,15.2,0,79.5,1010,18,7
2023-10-04,평일,1384,346,205,698,18,7,27,40,43,17.8,0,71.4,1006.7,20,9
2023-10-05,평일,2406,664,477,1106,16,0,36,68,39,14.5,0,42.6,1009,32,5
2023-10-06,평일,3483,651,1106,1456,22,7,82,75,84,15,0,57,1011.6,22,9
2023-10-07,토요일,7624,3837,191,2046,72,47,103,697,631,15.7,0,70.9,1014.1,23,12
2023-10-08,일요일,10691,5846,214,2857,99,24,112,791,748,17.2,0,64.8,1014.5,11,4
2023-10-09,휴일,6819,3295,206,1612,78,45,140,751,692,17.3,0,70,1011.9,16,6
2023-10-10,평일,1539,489,310,534,15,6,57,75,53,16.5,0,72.3,1013.1,27,12
2023-10-11,평일,1701,483,127,882,23,14,40,79,53,16.6,0,65.4,1016.4,30,13
2023-10-12,평일,2917,490,870,1357,16,5,54,70,55,16.1,0,64.9,1016.3,26,9
2023-10-13,평일,5600,940,1384,2947,49,20,73,91,96,16.4,0,69.9,1010,30,12
2023-10-14,토요일,6553,3108,215,2008,50,39,202,413,518,15.3,0,75.5,1002.7,31,19
2023-10-15,일요일,6515,3259,178,1613,75,14,151,547,678,15.1,0,75.6,1003.7,24,12
